timestamp;agent;utility
14192994830;1;1.0
14192994831;1;1.0
14192994831;1;1.0
14192994832;1;1.0
14192994833;1;1.0
14192994834;1;1.0
14192994835;1;1.0
14192994836;1;1.0
14192994837;1;1.0
14192994838;1;1.0
14192994840;1;1.0
14192994841;1;1.0
14192994842;1;1.0
14192994843;1;1.0
14192994844;1;1.0
14192994845;1;1.0
14192994846;1;1.0
14192994847;1;1.0
14192994848;1;1.0
14192994849;1;1.0
14192994850;1;1.0
14192994851;1;1.0
14192994852;1;1.0
14192994853;1;1.0
14192994854;1;1.0
14192994855;1;1.0
14192994856;1;1.0
14192994857;1;1.0
14192994858;1;1.0
14192994859;1;1.0
14192994860;1;1.0
14192994861;1;1.0
14192994862;1;1.0
14192994863;1;1.0
14192994864;1;1.0
14192994865;1;1.0
14192994866;1;1.0
14192994867;1;1.0
14192994868;1;1.0
14192994869;1;1.0
14192994870;1;1.0
14192994871;1;1.0
14192994872;1;1.0
14192994873;1;1.0
14192994874;1;1.0
14192994875;1;1.0
14192994876;1;1.0
14192994877;1;1.0
14192994878;1;1.0
14192994879;1;1.0
